Cím,Épület/szárny,Szint,Helyiség száma,Helyiség neve,"Berendezés v. szolgáltatás
","Berendezés gyártó
","Berendezés tipusa
","Gyári szám/Egyéb berendezés adat
",Berendezés kód,Tender besorolás,Karb.alk./év
"Budapest, Vám u. 5-7.",A0066,iroda,8. emelet,iroda,FAN_COIL,n.a,,,35A066000102004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,201,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066000102005,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,201,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066000102006,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,202,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066000102007,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,202,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066010102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,203,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066010102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,203,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066010102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,204,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066010102004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,204,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066020102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,205,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066020102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,205,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066020102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,206,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066020102004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,206,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,207,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,207,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,208,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,208,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115005,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,209,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115006,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,209,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115007,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,210,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115008,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,210,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115009,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,211,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115010,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,211,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115011,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,212,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.0115012,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,212,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000103001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,213,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000103002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,213,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000103003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,214,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000103004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,214,iroda,VRV_INDOOR_UNIT,Daikin,,,KEF35._._._.01.03.001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,215,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T570107001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,215,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T570107002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,216,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T570107003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,216,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T570107004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,217,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000106001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,217,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000106002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,218,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000106003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,2,218,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000106004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,301,iroda,VRV_INDOOR_UNIT,Daikin,,,35A000540107002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,301,iroda,VRV_INDOOR_UNIT,Daikin,,,35A011510101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,302,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066000101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,302,iroda,VRV_INDOOR_UNIT,Daikin,,,35A066000101002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,303,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000101002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,303,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000101003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,304,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000101004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,304,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000101005,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,305,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000101006,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,305,iroda,VRV_INDOOR_UNIT,Daikin,,,35A000010107001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,306,iroda,VRV_INDOOR_UNIT,Daikin,,,35A000540107003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,306,iroda,VRV_INDOOR_UNIT,Daikin,,,35A000540113004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,307,iroda,VRV_INDOOR_UNIT,Daikin,,,35A011530101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,307,iroda,VRV_INDOOR_UNIT,Daikin,,,35A033560101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,308,iroda,VRV_INDOOR_UNIT,Daikin,,,35A033800101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,308,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T020101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,309,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T030101004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,309,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T030101005,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,310,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T060101003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,310,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T060101004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,311,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T060101005,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,311,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T250101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,312,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T260101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,312,iroda,VRV_INDOOR_UNIT,Daikin,,,35A04T260101002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,313,iroda,VRV_INDOOR_UNIT,Daikin,,,35AT17000101001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,313,iroda,VRV_INDOOR_UNIT,Daikin,,,35A044LG0104001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,314,iroda,VRV_INDOOR_UNIT,Daikin,,,35AP1A200104001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,314,iroda,VRV_INDOOR_UNIT,Daikin,,,35AP1A200104002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,315,iroda,VRV_INDOOR_UNIT,Daikin,,,35AP1A640104001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,315,iroda,VRV_INDOOR_UNIT,Daikin,,,35AP1A640104002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,316,iroda,VRV_INDOOR_UNIT,Daikin,,,35AP1A640104003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,316,iroda,VRV_INDOOR_UNIT,Daikin,,,35AP1A640104004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,317,iroda,VRV_INDOOR_UNIT,Daikin,,,35B060000104001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,317,iroda,VRV_INDOOR_UNIT,Daikin,,,35B060000104002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,318,iroda,VRV_INDOOR_UNIT,Daikin,,,35AA00000104001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,3,318,iroda,VRV_INDOOR_UNIT,Daikin,,,36A01D1240115001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,401,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000020102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,401,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000020102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,402,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000030102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,402,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000030102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,403,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000030102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,403,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000030102004,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,404,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000030102005,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,404,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000030102006,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,405,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000040102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,405,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000110102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,406,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000120102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,406,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000130102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,407,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000130102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,407,iroda,VRV_INDOOR_UNIT,Daikin,,,36D000130102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,408,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011010102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,408,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011110102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,409,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011120102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,409,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011130102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,410,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011140102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,410,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011150102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,411,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011150102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,411,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011170102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,412,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011170102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,412,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011260102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,413,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011270102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,413,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011280102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,414,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011290102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,414,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011300102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,415,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011320102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,415,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011330102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,416,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011340102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,416,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011350102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,417,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011350102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,417,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011350102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,418,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011700102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,4,418,iroda,VRV_INDOOR_UNIT,Daikin,,,36D011800102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,501,iroda,VRV_INDOOR_UNIT,Daikin,,,36D022160102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,501,iroda,VRV_INDOOR_UNIT,Daikin,,,36D022160102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,502,iroda,VRV_INDOOR_UNIT,Daikin,,,36D022260102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,502,iroda,VRV_INDOOR_UNIT,Daikin,,,36D022260102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,503,iroda,VRV_INDOOR_UNIT,Daikin,,,36D022260102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,503,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033100102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,504,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033110102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,504,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033120102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,505,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033140102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,505,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033150102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,506,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033160102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,506,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033170102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,507,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033180102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,507,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033190102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,508,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033200102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,508,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033210102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,509,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033220102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,509,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033230102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,510,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033240102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,510,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033250102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,511,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033270102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,511,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033280102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,512,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033290102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,512,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033300102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,513,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033310102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,513,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033320102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,514,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033330102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,514,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033340102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,515,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033350102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,515,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033360102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,516,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033370102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,516,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033380102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,517,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033390102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,5,517,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033390102002,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,601,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033390102003,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,601,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033800102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,602,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033810102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,602,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033820102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,603,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033830102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,603,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033840102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,604,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033850102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,604,iroda,VRV_INDOOR_UNIT,Daikin,,,36D033900102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,605,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044010102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,605,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044020102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,606,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044110102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,606,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044120102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,607,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044130102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,607,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044140102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,608,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044150102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,608,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044160102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,609,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044170102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,609,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044180102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,610,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044190102001,INDOOR_UNIT_UP_TO_2_5_KW,2
"Budapest, Vám u. 5-7.",A0066,6,610,iroda,VRV_INDOOR_UNIT,Daikin,,,36D044200102001,INDOOR_UNIT_UP_TO_2_5_KW,2
